"GB? 1=Yes, 0=No",Is it?,Slug,Title,Downloads,Last update,Required,Tested,Active,Keywords
1,"block,gutenberg",color-palette-block,Color Palette,466,30/06/2018 11:30,3.0.1,4.9.12,0,"block,color,palette,gutenberg"
1,"block,gutenberg",gutenbegone,GutenBeGone,336,03/07/2018 11:53,4.9,4.9.12,10,"functions,blocks,gutenberg,gutenburg"
1,"block,gutenberg",block-gallery,Block Gallery - Photo Gallery Gutenberg Blocks,30497,16/05/2019 22:26,5,5.2.4,7000,"gallery,page builder,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",inline-js-block-for-gutenberg,Inline JS Block for Gutenberg,795,19/07/2018 11:05,3,4.9.12,100,"above-the-fold,Above the fold CSS,gutenberg,inline css"
1,"block,gutenberg",wp-block-ink,WP Block Ink,278,02/08/2018 18:11,4.9,4.9.12,10,"colors,editor,customizer,color palette,gutenberg"
1,"block,gutenberg",geo-masala,Geo Masala,545,03/09/2018 13:24,4.9.6,4.9.12,10,"block,geo,map,leaflet,gutenberg"
1,"block,gutenberg",zidithemes-jumbotron-block,Zidithemes Jumbotron,232,13/09/2018 06:47,4.7,4.9.12,10,"profile,bio,staff,gutenberg,jumbotron"
1,"block,gutenberg",zidithemes-testimonials-block,Zidithemes Testimonials,155,13/09/2018 20:26,4.7,4.9.12,0,"profile,bio,Testimonial,staff,gutenberg"
1,"block,gutenberg",cf-7-gutenberg,Contact Form 7 - Gutenberg block,2381,08/10/2018 12:11,4.7,4.9.12,300,"contact form,contact form 7,block,gutenberg"
1,"block,gutenberg",guten-editor-blocks,Guten Editor Blocks,497,10/10/2018 05:13,4.8,4.9.12,60,"editor,blocks,gutenberg,gutenberg blocks,guten-editor-blocks"
1,"block,gutenberg",block-guide-lines,Block Guide Lines,598,17/10/2018 11:54,4.7,4.9.12,100,gutenberg
1,"block,gutenberg",placeholder-block-square-happiness,Square Happiness: Placeholder block,172,17/10/2018 15:09,4.9,4.9.12,0,"template,block,placeholder,gutenberg"
1,"block,gutenberg",advanced-custom-blocks,Advanced Custom Blocks,521,14/11/2018 04:22,4.9,4.9.12,0,"blocks,gutenberg"
1,"block,gutenberg",testimonials-slider-block,Testimonials Slider Block,1507,14/11/2018 09:40,4.5,5.0.7,80,"slider,testimonials,gutenberg"
1,"block,gutenberg",tinymce-advanced,TinyMCE Advanced,22380647,22/05/2019 03:15,5.2,5.2.4,2000000,"editor,formatting,gutenberg,block-editor,classic editor"
1,"block,gutenberg",random-blocks,Random Blocks,189,21/11/2018 14:36,5,,0,"editor,blocks,gutenberg"
1,"block,gutenberg",block-templates,Gutenberg Templates,1299,22/11/2018 14:52,5,5.0.7,10,"templates,gutenberg"
1,"block,gutenberg",blocks-layouts,Reusable Blocks Layouts,1010,05/12/2018 07:10,4.9,5.0.7,10,"block,editor,blocks,gutenberg,reusable"
1,"block,gutenberg",block-animation,Animation effect for Gutenberg Blocks,393,07/12/2018 03:21,4.8,5.0.7,30,"animation,gutenberg,gutenberg animation,animated block,block animation"
1,"block,gutenberg",gutenbye,Gutenbye,1698,07/12/2018 18:01,4.6,5.0.7,1000,"block,editor,classic,gutenberg"
1,"block,gutenberg",blocks-kit,Blocks Kit - Gutenberg Blocks for Freelancers,1510,08/12/2018 10:22,4.7.0,5.0.7,50,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",demoify-blocks,Demoify Blocks - Gutenberg Page Builder,194,08/12/2018 14:02,4.8,5.0.7,0,"page builder,blocks,gutenberg,demoify,demoify blocks"
0,gutenberg,wp-email-capture,WordPress Email Marketing Plugin - WP Email Capture,251092,29/05/2019 08:50,5,5.2.4,6000,"Email Marketing,email,mailing list,widget ready,gutenberg ready"
1,"block,gutenberg",yamap-block-gutenberg,Yandex Maps for Gutenberg,790,08/12/2018 18:16,4.7,5.0.7,100,"block,yandex,map,gutenberg,yandex map"
1,"block,gutenberg",solo-blocks-photo-gallery,Solo Blocks Photo Gallery - Gutenberg Block,441,08/12/2018 19:34,4.9.0,5.0.0,50,"gutenberg,Gutenberg block,gutenberg gallery,gutenberg photo block,gutenberg gallery block"
1,"block,gutenberg",blocks-by-weaver,Designer Blocks for Block Editor by Weaver,1567,09/12/2018 00:06,4.9.8,5.0.7,80,"blocks,web-design,gutenberg,block-editor,editor blocks"
1,"block,gutenberg",sword-layouts,Gutenberg Tile Block,1029,09/12/2018 05:14,5.0.0,5.0.0,30,"page builder,blocks,modern,layouts,gutenberg"
1,"block,gutenberg",forms-gutenberg,WordPress Form Builder Plugin - Gutenberg Forms,751,09/12/2018 12:06,4.8,4.9.12,60,"contact form,wordpress form,gutenberg,Gutenberg block,gutenberg form"
1,"block,gutenberg",master-blocks,Master Blocks - Gutenberg Site Builder,840,10/12/2018 05:31,4.9,5.0.7,10,"page builder,editor,blocks,site-builder,gutenberg"
1,"block,gutenberg",simple-social-share-block,Simple Social Share Block,315,10/12/2018 09:34,4.9.7,5.0.0,0,"social,block,gutenberg"
1,"block,gutenberg",ninja-gutenberg-blocks-gutenberg-blocks-collection,Ninja Gutenberg Blocks - Gutenberg Blocks Collection,595,11/12/2018 04:40,4.8,5.0.7,60,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",absolutte-blocks,Absolutte Blocks,1939,11/12/2018 14:56,3.7,5.0.7,100,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",info-blocks,Info Blocks,516,12/12/2018 00:43,5,5.0.7,10,"information,alert,blocks,gutenberg"
1,"block,gutenberg",news-blocks,News Blocks,402,12/12/2018 12:09,5,5.0.7,0,"post blocks,gutenberg blocks,news blocks,gutenberg news"
1,"block,gutenberg",one-page-blocks,One Page Blocks,409,12/12/2018 17:18,4.9.0,5.0.0,0,"website,blocks,one-page,gutenberg,single site"
1,"block,gutenberg",disable-wp-block-editor,Disable WP Block Editor,294,15/12/2018 20:35,3.0.1,5.0.7,90,"gutenberg,disable gutenberg,disable editor"
1,"block,gutenberg",otfm-countdown-to-new-year-block,OtFm Countdown to New Year block,417,15/12/2018 22:26,5.0.1,5.0.7,10,"blocks,countdown,New Year,gutenberg,gutenberg blocks"
1,"block,gutenberg",tutorial-blocks-gutenberg-blocks-collection,Tutorial Blocks Collection,115,16/12/2018 06:19,4.7,5.1.3,0,"code,note,output,program,gutenberg"
1,"block,gutenberg",illustrations,Illustrations Block - 300+ Customizable SVG Images,838,18/12/2018 10:36,5.0.0,5.1.0,100,"editor,blocks,gutenberg,gutenberg blocks,illustartions"
1,"block,gutenberg",custom-repeater-child-gutenberg-block,Custom Repeater Child Gutenberg Block,268,19/12/2018 11:39,,4.9.12,0,"gutenberg,custom block,gutenberg child block,gutenberg inner block,gutenberg dynamic block"
1,"block,gutenberg",builder-blocks,Builder Blocks,377,23/12/2018 01:56,5.0.0,5.0.7,0,"menu,blocks,restaurant,gutenberg"
1,"block,gutenberg",stag-blocks,Stag Blocks,2932,24/12/2018 11:55,5,5.0.7,400,"editor,blocks,Testimonial,codestag,gutenberg"
1,"block,gutenberg",rss-feed-block,RSS Feed Block (Gutenberg),410,24/12/2018 19:32,5.0.0,5.0.7,70,"feed,rss,block,gutenberg"
1,"block,gutenberg",guten-free-options,Guten Free Options,1233,25/12/2018 03:00,4.9.0,5.0.7,500,"options,gutenberg,block-editor,classic editor"
1,"block,gutenberg",blocks-builder,Blocks â€“ Ultimate Page Building Blocks for Gutenberg,882,27/12/2018 07:35,4.9.8,5.0.7,50,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",easy-disable-block-editor,Easy Disable Block Editor,157,27/12/2018 07:36,5,5.0.7,0,"gutenberg,disable gutenberg,remove gutenberg,disable editor,disable block"
1,"block,gutenberg",unlimited-gutenberg-pack,Unlimited Gutenberg Pack,182,28/12/2018 09:50,4.6,5.0.7,0,"gutenberg,gutenberg free blocks,gutenberg addons,gutenberg pack"
1,block,custom-post-widget,Content Blocks (Custom Post Widget),409428,11/06/2019 11:06,4,5.2.4,30000,"widget,sidebar,custom,block,content block"
1,"block,gutenberg",power-blocks,Power Blocks - Powerful and Feature Rich Blocks for Gutenberg,434,30/12/2018 15:27,5,5.0.7,10,"block,blocks,gutenberg,gutenberg blocks,Gutenberg blockg"
1,"block,gutenberg",block-background,Block Background,2779,04/01/2019 23:13,3.0.1,5.0.7,600,"image,block,background,gradient,gutenberg"
1,"block,gutenberg",floating-callout,Floating Callout,261,05/01/2019 01:00,5,5.0.7,10,"sidebar,block,formatting,callout,gutenberg"
1,"block,gutenberg",gistr,Gistr,167,10/01/2019 18:07,5,5.0.7,10,"code,blocks,Gist,gutenberg"
1,"block,gutenberg",marcus-hiles-wistia-shortcodes,Marcus Hiles Wistia Shortcodes,578,21/01/2019 16:23,4.6,5.0.7,60,"block,blocks,wistia,gutenberg"
1,"block,gutenberg",secure-blocks-for-gutenberg,Secure Blocks for Gutenberg,1415,21/01/2019 20:50,5,5.0.7,80,"secure,protected,block,password,gutenberg"
1,"block,gutenberg",g-debugger,G Debugger,277,22/01/2019 03:59,5,5.0.7,0,"debugging,blocks,debugger,gutenberg,devtools"
1,"block,gutenberg",sidebar-widget-blocks,Sidebar Widget Blocks,167,24/01/2019 01:48,4.7,5.0.7,30,"widget,sidebar,blocks,gutenberg"
1,"block,gutenberg",notwiz-calendar-block,NotWiz Calendar Block,145,29/01/2019 04:31,5,5.0.7,0,"block,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",pdf-viewer-block,Gutenberg PDF Viewer Block,1158,29/01/2019 14:20,5,5.1.3,300,"viewer,block,pdf,reader,gutenberg"
1,"block,gutenberg",simple-alert-blocks,Simple Alert Blocks,708,30/01/2019 08:21,5,5.0.7,10,"bootstrap,block,alert,gutenberg,block-editor"
1,"block,gutenberg",advance-block-extend,Advance Block Extend,426,31/01/2019 16:21,5,5.0.7,0,"editor,blocks,gutenberg,gutenberg blocks,creative block"
0,block,ip-address-blocker,LionScripts: IP Blocker Lite,42971,17/06/2019 18:31,3,5.2.4,3000,"security,block ip,ip blocker,block hackers,country blocking"
1,"block,gutenberg",heading-block-font-color,Heading Block Font Color,492,01/02/2019 07:41,,5.0.7,20,"heading color,gutenberg,gutenberg Heading block,Font color,heading block color"
1,"block,gutenberg",blocks-post-grid,Blocks Post Grid,467,03/02/2019 18:17,5,5.0.7,10,"Dynamic,post block,gutenberg"
1,"block,gutenberg",blocksbuster,BlocksBuster,304,05/02/2019 16:41,5,5.0.7,0,"profile,blocks,gutenberg"
1,"block,gutenberg",asd-fullwidth-element-sizer,ASD Fullwidth Element Sizer,276,05/02/2019 18:53,3.6,5.0.7,10,"image,full-width,gutenberg,cover-image-block"
1,"block,gutenberg",navthemes-gutenberg-blocks,NavThemes Gutenberg Blocks,663,12/02/2019 08:43,4.9.8,4.9.12,0,"comments,blocks,gutenberg,gutenberg blocks"
1,block,blox-lite,Blox Lite - Content Blocks for Genesis,25032,23/06/2019 12:51,3.8,5.2.4,2000,"add content,genesis,content block,genesis hooks,Genesis Framework"
1,"block,gutenberg",idb-google-map-gutenberg,Google Map for Gutenberg Block,200,13/02/2019 07:56,4.9,5.0.7,0,"block,Google Maps,map,gutenberg,Gutenberg block"
1,"block,gutenberg",book-review-block,Book Review Block,2329,14/02/2019 13:08,4.8,5.0.7,100,"blog,block,book,gutenberg,book blog"
1,"block,gutenberg",block-unit-test,Block Unit Test for Gutenberg,7691,15/02/2019 15:15,4.7.0,5.1.3,300,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",as-related-posts-block,AS Related Posts Block,149,18/02/2019 09:09,5.0.3,5.0.7,0,"posts,related,gutenberg,Gutenberg block"
1,"block,gutenberg",disable-gutenberg-blocks,Disable Gutenberg Blocks - Block Manager,5696,18/02/2019 10:36,5,5.1.3,1000,"blocks,gutenberg,disable blocks,disable gutenberg blocks,manage blocks"
1,"block,gutenberg",double-image,Double Image for Gutenberg,562,21/02/2019 18:03,4.9,5.0.7,20,"gallery,page builder,blocks,gutenberg,gutenberg blocks"
0,"block,gutenberg",no-gutenberg,No Gutenberg - Disable Gutenberg Block Editor,25251,25/06/2019 17:26,4.9,5.2.4,10000,"editor,gutenberg,block-editor,classic editor,disable gutenberg"
1,"block,gutenberg",kenzap-team-members-gutenberg-blocks,Kenzap Team Members Gutenberg Blocks,298,22/02/2019 18:25,5,5.1.9,80,"users,members,team,gutenberg"
1,"block,gutenberg",wp-post-html-to-blocks,WP Post HTML to Blocks,147,22/02/2019 22:26,5,5.1.3,0,"html tags,html block,gutenberg,surround"
1,"block,gutenberg",blockbuddy,Blockbuddy,310,24/02/2019 00:40,5.0.0,5.1.0,70,"block,gutenberg"
1,"block,gutenberg",affiliate-amazon-blockaab,affiliate-amazon-block(aab),289,24/02/2019 04:33,5,5.1.3,0,"block,editor,gutenberg"
1,"block,gutenberg",disable-block-editor,Disable Block Editor,2709,24/02/2019 15:00,5,5.1.3,2000,"gutenberg,block-editor"
1,"block,gutenberg",rad-bootstrap-3-blocks,Rad Bootstrap 3 Blocks,423,25/02/2019 03:00,5,5.0.7,40,"bootstrap 3,gutenberg,block-editor"
1,"block,gutenberg",wp-essential-blocks,WordPress Essential Blocks,518,28/02/2019 19:45,5,5.0.7,10,"block,blocks,gutenberg,gutenberg blocks,essential blocks"
1,"block,gutenberg",wpseed-container-block,WPSeed Container Block,538,01/03/2019 14:32,5,5.1.0,100,"block,blocks,div,container,gutenberg"
1,"block,gutenberg",pinblocks,Pinblocks â€” Gutenberg blocks with Pinterest widgets,461,02/03/2019 23:12,5.0.0,5.1.3,30,"image,widget,Pinterest,block,gutenberg"
1,"block,gutenberg",easy-blocks,Easy Blocks - Gutenberg Blocks Collection,297,03/03/2019 19:46,4.7,5.1.3,10,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",block-context,Block Context,337,04/03/2019 04:15,3,5.1.3,10,"block,formatting,blocks,visibility,gutenberg"
1,"block,gutenberg",flight-search-widget-blocks,Flight Search Widget and Blocks,1204,09/03/2019 22:07,4.3,5.1.3,100,"widget,flight,flight search,gutenberg,skyscanner"
1,"block,gutenberg",klarity-latest-posts-block,Klarity latest posts block,272,11/03/2019 09:38,5.0.0,5.1.0,0,"posts,block,latest,gutenberg"
1,"block,gutenberg",sp-disable-block-editor,Disable Gutenberg (SP Disable Block Editor),105,11/03/2019 20:40,4.9,5.0.7,10,"gutenberg,disable gutenberg"
1,"block,gutenberg",klarity-section-block,Section block,261,15/03/2019 09:15,5.0.0,5.1.0,10,"block,color,Section,background,gutenberg"
1,"block,gutenberg",target-blank-to-button-block,Target Blank to Button Block,406,16/03/2019 08:26,5,5.1.3,100,"button,block,target,blank,gutenberg"
1,"block,gutenberg",organic-widget-area-block,Organic Widget Area Block,5950,18/03/2019 17:35,5,5.0.7,2000,"block,blocks,widget area,gutenberg,block-editor"
1,"block,gutenberg",image-carousel,Carousel,73058,05/07/2019 15:32,3.3,5.2.4,5000,"slider,carousel,Image carousel,block carousel,gutenberg carousel"
1,"block,gutenberg",drop-shadow-boxes,Drop Shadow Boxes,145473,06/07/2019 13:40,3,5.2.4,9000,"block,drop shadow,box shadow,perspective,gutenberg"
1,gutenberg,gallery-lightbox-slider,Gallery Lightbox,94514,06/07/2019 14:48,3.3,5.2.4,10000,"gallery,gallery lightbox,photo gallery,image lightbox,gutenberg gallery lightbox"
1,"block,gutenberg",nk-progress-counter-block,NK - Progress Counter Block,370,19/03/2019 12:44,5,5.1.3,40,"gutenberg,progress counter block,circle counter,bar counter,count block"
1,"block,gutenberg",ultimate-addons-for-gutenberg,Gutenberg Blocks â€“ Ultimate Addons for Gutenberg,775922,08/07/2019 08:21,4.7,5.2.4,100000,"block,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",klarity-question-answer-block,Questions and answers block,295,20/03/2019 15:22,5.0.0,5.1.0,0,"question,answer,block,faq,gutenberg"
1,"block,gutenberg",ultra-blocks-free-by-fest,UltraBlocks - Advanced Blocks for WP Gutenberg,1445,20/03/2019 23:51,5,5.1.3,100,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",acepress-blocks,Acepress Blocks for Gutenberg,222,22/03/2019 18:00,5,5.1.3,0,"page builder,block,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",image-slider-block,Image Slider Block,537,25/03/2019 10:41,4.9.5,5.1.3,50,"media,image,upload,slider,gutenberg"
1,"block,gutenberg",klarity-action-block,Action block,290,25/03/2019 13:02,5.0.0,5.1.0,0,"block,Action,gutenberg"
1,"block,gutenberg",klarity-vimeo-wrapper-block,Vimeo wrapper block,196,27/03/2019 09:47,5.0.0,5.1.0,0,"block,sub pages,gutenberg"
1,"block,gutenberg",klarity-cases-overview-block,Sub-pages block,354,27/03/2019 09:53,5.0.0,5.1.0,10,"block,sub pages,gutenberg"
1,"block,gutenberg",animate-blocks,Animate Blocks,430,29/03/2019 15:02,5,5.1.3,30,"blocks,animations,gutenberg"
0,block,async-javascript,Async JavaScript,785402,14/07/2019 16:49,4.6,5.2.4,90000,"javascript,performance,pagespeed,async,render blocking"
1,"block,gutenberg",klarity-message-action-block,Message action block,320,02/04/2019 07:45,5.0.0,5.1.0,0,"block,message,Action,gutenberg"
1,block,browser-shots,Browser Screenshots,66881,15/07/2019 12:26,4,5.2.4,7000,"browser,generator,screenshot,blocks,browser shot"
1,"block,gutenberg",deligent-variable-block-width,Deligent - Variable Column Blocks,311,03/04/2019 06:15,5,5.1.3,20,"column layout,gutenberg,Gutenberg block,variable column width"
1,gutenberg,kt-tinymce-color-grid,Central Color Palette,177680,16/07/2019 17:49,3.5,5.2.4,20000,"color,editor,customizer,palette,gutenberg"
1,"block,gutenberg",progress-bar-block,Progress Bar Block,400,04/04/2019 18:07,4.5,5.0.7,0,"progress bar,gutenberg"
1,"block,gutenberg",section-blocks,Section Blocks,85,10/04/2019 06:07,5,5.1.3,0,"block,Section,gutenberg,section-blocks"
1,"block,gutenberg",otfm-gutenberg-spoiler,OtFm Gutenberg Spoiler - spoiler or FAQ block,1555,11/04/2019 12:16,5.1.0,5.1.3,200,"frequently asked questions,blocks,spoiler,gutenberg,gutenberg blocks"
1,"block,gutenberg",donation-block,Donation Block,298,11/04/2019 16:14,3.8,5.1.3,10,"button,donate,donation,gutenberg,donation-block"
1,"block,gutenberg",user-block-visibility,User Block Visibility,125,13/04/2019 05:32,5,5.1.3,20,"users,blocks,gutenberg"
1,"block,gutenberg",organic-profile-block,Organic Profile Block,15464,14/04/2019 21:41,4.9,5.0.7,4000,"profile,block,blocks,gutenberg,custom block"
1,"block,gutenberg",navthemes-fontawesome-icons,NavThemes FontAwesome Icons,264,20/04/2019 10:05,5,5.1.3,0,"blocks,gutenberg"
1,"block,gutenberg",embed-gutenberg-block-google-maps,Gutenberg Block For Google Maps Embed By Pantheon,2741,22/04/2019 15:31,5,5.1.3,100,"google,embed,block,map,gutenberg"
1,"block,gutenberg",block-style-guides,Block Style Guides,228,28/04/2019 16:06,5,5.1.3,10,"blocks,gutenberg,gutenberg blocks,gutenberg styling,block styling"
1,"block,gutenberg",ht-blocks,HT Blocks - Absolute Gutenberg Blocks,621,29/04/2019 08:20,3.1,5.1.3,40,"gutenberg,gutenberg blocks,blocks for gutenberg,guten blocks,absolute gutenberg blocks"
1,"block,gutenberg",snippets-block,Snippets Block,564,29/04/2019 22:18,5,5.2.4,100,"blocks,snippets,highlight.js,gutenberg"
1,"block,gutenberg",digital-clock-block,Digital Clock Block,87,30/04/2019 04:18,4.5,5.0.7,0,"clock,cta,digital clock,gutenberg"
1,block,getresponse,GetResponse Forms by Optin Cat,49231,29/07/2019 04:58,3.9.1,5.2.4,3000,"get response,getresponse,getresponse form,getresponse widget,getresponse block"
1,block,campaign-monitor-wp,Campaign Monitor Forms by Optin Cat,24484,29/07/2019 05:02,3.9.1,5.2.4,800,"campaign monitor,campaignmonitor,campaign monitor forms,campaignmonitor optin,campaign monitor block"
1,block,aweber-wp,AWeber Forms by Optin Cat,47866,29/07/2019 05:04,3.9.1,5.2.4,1000,"aweber,aweber widget,aweber wordpress,aweber shortcode,aweber block"
1,block,mailchimp-wp,MailChimp Forms by Optin Cat - Grow Your MailChimp List,212438,29/07/2019 05:07,3.9.1,5.2.4,10000,"mailchimp,mailchimp widget,MailChimp form,mailchimp wordpress,mailchimp block"
1,"block,gutenberg",video-popup-block,Video Popup Block,207,30/04/2019 04:20,4.5,5.1.3,0,gutenberg
1,gutenberg,advanced-backgrounds,Advanced WordPress Backgrounds,137170,29/07/2019 13:06,4.0.0,5.0.7,20000,"video,youtube,parallax,background,gutenberg"
1,"block,gutenberg",awesome-slider-block,Awesome Slider Block,159,08/05/2019 07:27,4.5,5.1.3,0,"slider,awesome slider,gutenberg,slider_Block"
1,"block,gutenberg",animation-block,Animation Block,1408,09/05/2019 06:33,4.7,5.2.4,200,"animation,block,animate,gutenberg,Gutenberg block"
1,"block,gutenberg",mowomo-bloques,mowomo bloques,329,09/05/2019 12:52,5,5.2.4,30,"block,blocks,gutenberg,mowomo,bloque"
1,"block,gutenberg",editor-full-width,Editor Full Width Gutenberg,4748,10/05/2019 19:40,4.9.8,5.2.0,1000,"page builder,editor,blocks,width,gutenberg"
1,"block,gutenberg",blocks-css,Blocks CSS: CSS Editor for Gutenberg Blocks,538,12/05/2019 21:37,4.9,5.2.4,100,"css,block,css editor,gutenberg,blocks css"
1,"block,gutenberg",blocks-export-import,Blocks Export Import,270,12/05/2019 21:41,4.9,5.2.4,0,"import,block,export,blocks,gutenberg"
1,"block,gutenberg",edd-block-editor,Easy Digital Downloads - Block Editor,117,13/05/2019 23:20,4.4,5.2.4,0,"edd,easy digital downloads,gutenberg,block-editor"
1,"block,gutenberg",the-typography,The Typography for Gutenberg,201,14/05/2019 17:59,5.1,5.2.4,0,"text,fonts,blocks,typography,gutenberg"
1,"block,gutenberg",fabrica-reusable-block-instances,Fabrica Reusable Block Instances,374,19/05/2019 14:57,5,5.2.4,80,"block,blocks,gutenberg,reusable"
1,"block,gutenberg",carousel-block,Carousel Slider Block,4319,21/05/2019 10:03,4.9.5,5.0.7,400,"slideshow,Slide,carousel,block,gutenberg"
1,"block,gutenberg",wp-recipe-card-by-themestash,WP Recipe Card by ThemeStash,133,21/05/2019 10:50,5,5.2.4,10,"blocks,ingredients,recipe box,recipe card,gutenberg"
1,"block,gutenberg",hello-gutenberg-block,Hello Gutenberg Block,224,21/05/2019 12:23,,5.0.7,0,"hello,gutenberg,custom block,hello gutenberg,gutenberg simple block"
0,block,stop-spammer-registrations-plugin,Stop Spammers,728137,06/08/2019 01:13,,5.2.4,50000,"spam,security,anti-spam,block spam,spam blocker"
1,"block,gutenberg",awesome-alert-blocks,Awesome Alert Blocks,140,21/05/2019 12:27,5,5.0.7,0,"bootstrap,block,alert,gutenberg,block-editor"
1,"block,gutenberg",simple-shortcode-block,Simple Shortcode Block,639,21/05/2019 13:51,4.6,5.2.4,30,"shortcode,block,dynamic shortcode,gutenberg"
1,"block,gutenberg",simple-cookie-control,Simple Cookie Control,877,21/05/2019 13:53,4.6,5.2.4,100,"cookie,cookie law,cookie consent,GDPR,gutenberg cookie block"
1,"block,gutenberg",block-widget,Block Widget,103,21/05/2019 16:24,5.0.0,5.2.4,0,"widget,block,gutenberg,reusable"
1,"block,gutenberg",hebo-logo-slider-block,HeBo Logo Slider Gutenberg Block,219,24/05/2019 02:06,4.7,5.1.3,0,"slider,logo,blocks,logo slider,gutenberg"
1,"block,gutenberg",recipe-blocks,Recipe Blocks,374,24/05/2019 02:45,5,5.1.0,10,"block,details,Recipe,gutenberg,ingredents"
1,"block,gutenberg",posts-list-block,Posts List Block,272,28/05/2019 11:55,5,5.2.4,10,"blog,block,editor,blocks,gutenberg"
1,"block,gutenberg",gecko-grid-layout,Gecko Grid Layout,510,28/05/2019 19:53,5,5.1.3,10,"block,grid,grid layout,gutenberg"
0,block,cool-fade-popup,Cool fade popup,35205,13/08/2019 16:32,3.4,5.2.4,200,"popup,popups,announcement,offers,unblockable"
1,"block,gutenberg",gecko-section,Gecko Section,334,28/05/2019 20:29,5,5.0.7,0,"block,Section,gutenberg"
GB?,block,besan-block,Besan Block,80,14/08/2019 02:32,5,5.2.4,0,"graph,chart,data"
1,"block,gutenberg",edithor,Edithor,272,29/05/2019 15:49,5,5.2.4,10,"page builder,editor,blocks,templates,gutenberg"
1,"block,gutenberg",twentig,Twentig,136,29/05/2019 18:36,5,5.2.4,0,"page builder,editor,blocks,templates,gutenberg"
1,"block,gutenberg",gosign-gallery-box-block,Gosign - Gallery box Block,399,30/05/2019 11:50,5.1.1,5.2.4,90,"gallery box,gutenberg gallery,Gallery box Block,Fixed Slider"
1,"block,gutenberg",grid-block,Grid Block,365,31/05/2019 10:22,3.0.1,5.2.4,40,"page builder,grid,Gutenberg block,gutenberg grid,grid block"
1,"block,gutenberg",hot-blocks,Hot Blocks,677,31/05/2019 14:39,5,5.2.4,70,"header,Accordion,parallax,blocks,gutenberg"
1,"block,gutenberg",notwiz-ruby-text,NotWiz Ruby Text,132,04/06/2019 02:35,5.2,5.2.4,10,"block,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",algori-pdf-viewer,Algori PDF Viewer,12443,04/06/2019 06:17,5.0.0,5.2.4,3000,"block,portable document format,pdf viewer,gutenberg,pdf embedder"
1,"block,gutenberg",algori-image-video-slider,Algori Video and Image Slider,1786,06/06/2019 06:31,5.0.0,5.2.4,200,"image gallery,slider,block,image slider,gutenberg"
1,"block,gutenberg",newsletter-form-gutenberg-block-mailchimp,Newsletter Gutenberg Block for Mailchimp,349,07/06/2019 08:42,4.9,5.2.4,20,"mailchimp,block,MailChimp form,gutenberg,Gutenberg block"
1,"block,gutenberg",new-posts-block,New Posts Block,317,07/06/2019 13:32,5,5.2.4,10,"feed,rss,block,latest posts,gutenberg"
1,"block,gutenberg",design,Gutenberg Blocks Templates - 50+ Free Gutenberg Block Designs,11695,07/06/2019 19:02,5,5.1.3,2000,"block,blocks,gutenberg,block-editor,gutenberg blocks"
1,"block,gutenberg",gutenstrap-blocks,Gutenstrap Blocks,153,09/06/2019 23:46,5.2,5.2.4,10,"bootstrap,bootstrap 4,gutenberg,gutenstrap,gutenberg bootstrap"
1,"block,gutenberg",classy-blocks,Classy Blocks,287,12/06/2019 02:19,5.0.3,5.2.4,20,"theme,class,styles,blocks,gutenberg"
1,"block,gutenberg",countdown-pro-block,Countdown Pro for Gutenberg,105,12/06/2019 20:49,4.9,5.2.4,0,"countdown,progress indicator,colorfull countdown,countdown block,countdown for gutenberg"
1,"block,gutenberg",wp-editor-bootstrap-blocks,Bootstrap blocks for WP Editor,2210,20/06/2019 09:56,5,5.2.4,300,"landing page,page builder,bootstrap css,gutenberg,easy blocks"
1,"block,gutenberg",faq-block,FAQ Block,2132,22/06/2019 03:58,4.9,5.2.4,200,"question,answer,block,faq,gutenberg"
1,"block,gutenberg",gitblock,gitblock,144,23/06/2019 03:14,5,5.2.4,0,"Github,blocks,gutenberg blocks,github blocks"
1,"block,gutenberg",social-share-buttons-lite,Algori Social Share Buttons,1959,24/06/2019 10:33,5.0.0,5.2.4,200,"share,social media,buttons,block,gutenberg"
1,"block,gutenberg",highlight-blocks,Highlight Gutenberg Blocks,216,25/06/2019 11:48,,5.1.3,0,"Highlight,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",advanced-button-block,Advanced Button Block,310,26/06/2019 15:36,4.2,5.2.4,0,"button,content,conversions,animations,gutenberg"
1,"block,gutenberg",cosmic-blocks,Cosmic Blocks (40+) Content Editor Blocks Collection,4599,27/06/2019 13:31,5,5.2.4,100,"editor,Accordion,blocks,collection,gutenberg"
